ID,Branch,City,Member,Product Category,Unit price,Quantity,VAT,Total,Date,Time,Payment,gross margin %,Customer Satisfaction
279-62-1445,C,Leeds,Member,Fashion accessories,12.54,1,2.508,15.048,21-02-19,12:38,Cash,5.6,8.2
213-72-6612,A,Manchester,Normal,Food and beverages,43.25,2,17.3,103.8,20-03-19,15:56,Cash,5.6,6.2
746-68-6593,C,Leeds,Member,Sports and travel,87.16,2,34.864,209.184,11-01-19,14:29,Credit card,5.6,9.7
836-82-5858,B,Liverpool,Member,Health and beauty,69.37,9,124.866,749.196,26-01-19,19:14,Ewallet,5.6,4
583-72-1480,C,Leeds,Member,Electronic accessories,37.06,4,29.648,177.888,31-01-19,16:24,Ewallet,5.6,9.7
466-61-5506,B,Liverpool,Member,Electronic accessories,90.7,6,108.84,653.04,26-02-19,10:52,Cash,5.6,5.3
721-86-6247,A,Manchester,Normal,Home and lifestyle,63.42,8,101.472,608.832,11-03-19,12:55,Ewallet,5.6,7.4
289-65-5721,B,Liverpool,Normal,Fashion accessories,81.37,2,32.548,195.288,26-01-19,19:28,Cash,5.6,6.5
545-46-3100,B,Liverpool,Member,Electronic accessories,10.59,3,6.354,38.124,12-03-19,13:52,Credit card,5.6,NA
418-02-5978,B,Liverpool,Normal,Health and beauty,84.09,9,151.362,908.172,11-02-19,10:54,Cash,5.6,8
269-04-5750,B,Liverpool,Member,Fashion accessories,73.82,4,59.056,354.336,21-02-19,18:31,Cash,5.6,6.7
157-13-5295,A,Manchester,Member,Health and beauty,51.94,10,103.88,623.28,09-03-19,18:24,Ewallet,5.6,6.5
645-78-8093,A,Manchester,Normal,Sports and travel,93.14,2,37.256,223.536,20-01-19,18:09,Ewallet,5.6,4.1
211-30-9270,C,Leeds,Normal,Health and beauty,17.41,5,17.41,104.46,28-01-19,15:16,Credit card,5.6,4.9
755-12-3214,C,Leeds,Member,Fashion accessories,44.22,5,44.22,265.32,05-03-19,17:07,Credit card,5.6,8.6
346-84-3103,B,Liverpool,Member,Electronic accessories,13.22,5,13.22,79.32,02-03-19,19:26,Cash,5.6,4.3
478-06-7835,A,Manchester,Normal,Fashion accessories,89.69,1,17.938,107.628,11-01-19,11:20,Ewallet,5.6,4.9
540-11-4336,A,Manchester,Normal,Food and beverages,24.94,9,44.892,269.352,11-01-19,16:49,Credit card,5.6,5.6
448-81-5016,A,Manchester,Normal,Health and beauty,59.77,2,23.908,143.448,11-03-19,12:01,Credit card,5.6,NA
142-72-4741,C,Leeds,Member,Fashion accessories,93.2,2,37.28,223.68,28-02-19,18:37,Credit card,5.6,6
217-58-1179,A,Manchester,Member,Home and lifestyle,62.65,4,50.12,300.72,05-01-19,11:25,Cash,5.6,4.2
376-02-8238,B,Liverpool,Normal,Home and lifestyle,93.87,8,150.192,901.152,02-02-19,18:42,Credit card,5.6,8.3
530-90-9855,A,Manchester,Member,Home and lifestyle,47.59,8,76.144,456.864,01-01-19,14:47,Cash,5.6,5.7
866-05-7563,B,Liverpool,Member,Electronic accessories,81.4,3,48.84,293.04,09-02-19,19:43,Cash,5.6,4.8
604-70-6476,A,Manchester,Member,Fashion accessories,17.94,5,17.94,107.64,23-01-19,14:04,Ewallet,5.6,6.8
799-71-1548,A,Manchester,Member,Electronic accessories,77.72,4,62.176,373.056,07-01-19,16:11,Credit card,5.6,8.8
785-13-7708,B,Liverpool,Normal,Food and beverages,73.06,7,102.284,613.704,14-01-19,19:06,Credit card,5.6,NA
845-51-0542,B,Liverpool,Member,Food and beverages,46.55,9,83.79,502.74,02-02-19,15:34,Ewallet,5.6,6.4
662-47-5456,C,Leeds,Member,Fashion accessories,35.19,10,70.38,422.28,17-03-19,19:06,Credit card,5.6,8.4
883-17-4236,C,Leeds,Normal,Sports and travel,14.39,2,5.756,34.536,02-03-19,19:44,Credit card,5.6,7.2
290-68-2984,A,Manchester,Normal,Home and lifestyle,23.75,4,19,114,16-03-19,11:22,Cash,5.6,5.2
704-11-6354,A,Manchester,Member,Home and lifestyle,58.9,8,94.24,565.44,06-01-19,11:23,Cash,5.6,NA
110-48-7033,B,Liverpool,Member,Fashion accessories,32.62,4,26.096,156.576,29-01-19,14:12,Cash,5.6,9
366-93-0948,A,Manchester,Member,Electronic accessories,66.35,1,13.27,79.62,31-01-19,10:46,Credit card,5.6,9.7
729-09-9681,A,Manchester,Member,Home and lifestyle,25.91,6,31.092,186.552,05-02-19,10:16,Ewallet,5.6,8.7
151-16-1484,A,Manchester,Member,Electronic accessories,32.25,4,25.8,154.8,13-02-19,12:38,Ewallet,5.6,6.5
380-94-4661,C,Leeds,Member,Electronic accessories,65.94,4,52.752,316.512,07-02-19,13:05,Credit card,5.6,6.9
850-41-9669,A,Manchester,Normal,Electronic accessories,75.06,9,135.108,810.648,19-03-19,13:25,Ewallet,5.6,6.2
821-07-3596,C,Leeds,Normal,Fashion accessories,16.45,4,13.16,78.96,07-03-19,14:53,Ewallet,5.6,5.6
655-85-5130,B,Liverpool,Member,Fashion accessories,38.3,4,30.64,183.84,13-03-19,19:22,Cash,5.6,5.7
447-15-7839,A,Manchester,Member,Sports and travel,22.24,10,44.48,266.88,09-02-19,11:00,Cash,5.6,4.2
154-74-7179,B,Liverpool,Normal,Sports and travel,54.45,1,10.89,65.34,26-02-19,19:24,Ewallet,5.6,7.9
253-12-6086,A,Manchester,Member,Sports and travel,98.4,7,137.76,826.56,12-03-19,12:43,Credit card,5.6,8.7
808-65-0703,C,Leeds,Normal,Home and lifestyle,35.47,4,28.376,170.256,14-03-19,17:22,Credit card,5.6,NA
571-94-0759,B,Liverpool,Member,Food and beverages,74.6,10,149.2,895.2,08-01-19,20:55,Cash,5.6,9.5
144-51-6085,A,Manchester,Member,Home and lifestyle,70.74,4,56.592,339.552,05-01-19,16:05,Credit card,5.6,4.4
731-14-2199,A,Manchester,Member,Home and lifestyle,35.54,10,71.08,426.48,04-01-19,13:34,Ewallet,5.6,7
783-09-1637,B,Liverpool,Normal,Sports and travel,67.43,5,67.43,404.58,06-03-19,18:13,Ewallet,5.6,NA
687-15-1097,C,Leeds,Member,Health and beauty,21.12,2,8.448,50.688,03-01-19,19:17,Cash,5.6,9.7
126-54-1082,A,Manchester,Member,Home and lifestyle,21.54,9,38.772,232.632,07-01-19,11:44,Credit card,5.6,NA
633-91-1052,A,Manchester,Normal,Home and lifestyle,12.03,2,4.812,28.872,27-01-19,15:51,Cash,5.6,NA
477-24-6490,B,Liverpool,Normal,Health and beauty,99.71,6,119.652,717.912,26-02-19,16:52,Ewallet,5.6,NA
566-19-5475,B,Liverpool,Normal,Fashion accessories,47.97,7,67.158,402.948,07-01-19,20:52,Cash,5.6,NA
526-86-8552,C,Leeds,Member,Home and lifestyle,21.82,10,43.64,261.84,07-01-19,17:36,Cash,5.6,NA
376-56-3573,C,Leeds,Normal,Fashion accessories,95.42,4,76.336,458.016,02-02-19,13:23,Ewallet,5.6,6.4
537-72-0426,C,Leeds,Member,Fashion accessories,70.99,10,141.98,851.88,20-03-19,16:28,Cash,5.6,5.7
828-61-5674,A,Manchester,Member,Sports and travel,44.02,10,88.04,528.24,20-03-19,19:57,Credit card,5.6,9.6
136-08-6195,A,Manchester,Normal,Home and lifestyle,69.96,8,111.936,671.616,15-02-19,17:01,Credit card,5.6,6.4
523-38-0215,C,Leeds,Normal,Home and lifestyle,37,1,7.4,44.4,06-03-19,13:29,Credit card,5.6,7.9
490-29-1201,A,Manchester,Normal,Sports and travel,15.34,1,3.068,18.408,06-01-19,11:09,Cash,5.6,6.5
667-92-0055,A,Manchester,Member,Health and beauty,99.83,6,119.796,718.776,04-03-19,15:02,Ewallet,5.6,8.5
565-17-3836,A,Manchester,Member,Health and beauty,47.67,4,38.136,228.816,12-03-19,14:21,Cash,5.6,NA
498-41-1961,B,Liverpool,Normal,Health and beauty,66.68,5,66.68,400.08,20-02-19,18:01,Cash,5.6,7.6
593-95-4461,C,Leeds,Member,Home and lifestyle,74.86,1,14.972,89.832,24-03-19,14:49,Cash,5.6,6.9
226-71-3580,C,Leeds,Normal,Sports and travel,23.75,9,42.75,256.5,31-01-19,12:02,Cash,5.6,9.5
283-79-9594,B,Liverpool,Normal,Food and beverages,48.51,7,67.914,407.484,25-01-19,13:30,Credit card,5.6,5.2
430-60-3493,A,Manchester,Member,Home and lifestyle,94.88,7,132.832,796.992,03-02-19,14:38,Cash,5.6,4.2
139-20-0155,B,Liverpool,Member,Electronic accessories,40.3,10,80.6,483.6,24-01-19,17:37,Credit card,5.6,7
558-80-4082,C,Leeds,Normal,Electronic accessories,27.85,7,38.99,233.94,14-03-19,17:20,Ewallet,5.6,6
278-97-7759,A,Manchester,Member,Electronic accessories,62.48,1,12.496,74.976,18-02-19,20:29,Cash,5.6,4.7
316-68-6352,A,Manchester,Member,Food and beverages,36.36,2,14.544,87.264,21-01-19,10:00,Cash,5.6,7.1
585-03-5943,B,Liverpool,Normal,Health and beauty,18.11,10,36.22,217.32,13-03-19,11:46,Ewallet,5.6,5.9
211-05-0490,C,Leeds,Member,Electronic accessories,51.92,5,51.92,311.52,03-03-19,13:42,Cash,5.6,7.5
727-75-6477,C,Leeds,Normal,Electronic accessories,28.84,4,23.072,138.432,29-03-19,14:44,Cash,5.6,6.4
744-02-5987,A,Manchester,Member,Home and lifestyle,78.38,6,94.056,564.336,10-01-19,14:16,Ewallet,5.6,5.8
307-83-9164,A,Manchester,Member,Home and lifestyle,60.01,4,48.008,288.048,25-01-19,15:54,Cash,5.6,4.5
779-06-0012,C,Leeds,Member,Home and lifestyle,88.61,1,17.722,106.332,19-01-19,10:21,Cash,5.6,7.7
446-47-6729,C,Leeds,Normal,Fashion accessories,99.82,2,39.928,239.568,02-01-19,18:09,Credit card,5.6,6.7
573-10-3877,B,Liverpool,Member,Health and beauty,39.01,1,7.802,46.812,12-03-19,16:46,Credit card,5.6,4.7
735-06-4124,C,Leeds,Normal,Food and beverages,48.61,1,9.722,58.332,25-02-19,15:31,Cash,5.6,4.4
439-54-7422,A,Manchester,Normal,Electronic accessories,51.19,4,40.952,245.712,18-03-19,17:15,Credit card,5.6,4.7
396-90-2219,B,Liverpool,Normal,Electronic accessories,14.96,8,23.936,143.616,23-02-19,12:29,Cash,5.6,NA
411-77-0180,A,Manchester,Member,Electronic accessories,72.2,7,101.08,606.48,26-03-19,20:14,Ewallet,5.6,4.3
286-01-5402,A,Manchester,Normal,Sports and travel,40.23,7,56.322,337.932,30-03-19,13:22,Cash,5.6,9.6
803-17-8013,A,Manchester,Member,Home and lifestyle,88.79,8,142.064,852.384,17-02-19,17:09,Cash,5.6,4.1
512-98-1403,A,Manchester,Member,Electronic accessories,26.48,3,15.888,95.328,21-03-19,10:40,Ewallet,5.6,4.7
848-42-2560,A,Manchester,Normal,Fashion accessories,81.91,2,32.764,196.584,05-03-19,17:43,Cash,5.6,7.8
532-59-7201,B,Liverpool,Member,Sports and travel,79.93,6,95.916,575.496,31-01-19,14:04,Cash,5.6,5.5
181-94-6432,C,Leeds,Member,Fashion accessories,69.33,2,27.732,166.392,05-02-19,19:05,Ewallet,5.6,9.7
870-76-1733,A,Manchester,Member,Food and beverages,14.23,5,14.23,85.38,01-02-19,10:08,Credit card,5.6,4.4
423-64-4619,A,Manchester,Member,Health and beauty,15.55,9,27.99,167.94,07-03-19,13:12,Cash,5.6,5
227-07-4446,C,Leeds,Member,Electronic accessories,78.13,10,156.26,937.56,10-02-19,20:51,Cash,5.6,4.4
174-36-3675,C,Leeds,Member,Food and beverages,99.37,2,39.748,238.488,14-02-19,17:29,Cash,5.6,5.2
428-83-5800,C,Leeds,Member,Food and beverages,21.08,3,12.648,75.888,09-02-19,10:25,Cash,5.6,7.3
603-07-0961,C,Leeds,Member,Electronic accessories,74.79,5,74.79,448.74,10-01-19,11:34,Cash,5.6,4.9
704-20-4138,C,Leeds,Member,Health and beauty,29.67,7,41.538,249.228,11-03-19,18:58,Credit card,5.6,8.1
787-15-1757,C,Leeds,Member,Health and beauty,44.07,4,35.256,211.536,18-02-19,16:28,Ewallet,5.6,8.4
649-11-3678,C,Leeds,Normal,Food and beverages,22.93,9,41.274,247.644,26-02-19,20:26,Cash,5.6,5.5
622-20-1945,C,Leeds,Normal,Health and beauty,39.42,1,7.884,47.304,18-01-19,15:08,Cash,5.6,8.4
372-94-8041,A,Manchester,Normal,Health and beauty,15.26,6,18.312,109.872,15-02-19,18:03,Ewallet,5.6,9.8
563-91-7120,A,Manchester,Normal,Fashion accessories,61.77,5,61.77,370.62,08-03-19,13:21,Cash,5.6,6.7
746-54-5508,A,Manchester,Normal,Home and lifestyle,21.52,6,25.824,154.944,17-01-19,12:48,Credit card,5.6,9.4
276-54-0879,B,Liverpool,Normal,Sports and travel,97.74,4,78.192,469.152,12-03-19,19:53,Ewallet,5.6,NA
815-11-1168,A,Manchester,Member,Food and beverages,99.78,5,99.78,598.68,09-03-19,19:09,Cash,5.6,5.4
719-76-3868,C,Leeds,Member,Food and beverages,94.26,4,75.408,452.448,12-03-19,16:30,Cash,5.6,8.6
730-61-8757,B,Liverpool,Member,Health and beauty,51.13,4,40.904,245.424,25-01-19,10:11,Credit card,5.6,4
340-66-0321,A,Manchester,Member,Electronic accessories,36.36,4,29.088,174.528,25-03-19,13:07,Cash,5.6,7.6
868-81-1752,B,Liverpool,Normal,Home and lifestyle,22.02,9,39.636,237.816,07-02-19,18:48,Cash,5.6,6.8
634-97-8956,A,Manchester,Normal,Food and beverages,32.9,3,19.74,118.44,17-02-19,17:27,Credit card,5.6,9.1
566-71-1091,A,Manchester,Normal,Fashion accessories,77.02,5,77.02,462.12,03-02-19,15:59,Cash,5.6,5.5
442-48-3607,A,Manchester,Member,Food and beverages,23.48,2,9.392,56.352,14-03-19,11:21,Credit card,5.6,7.9
835-16-0096,C,Leeds,Member,Sports and travel,14.7,5,14.7,88.2,24-03-19,13:48,Ewallet,5.6,8.5
527-09-6272,A,Manchester,Member,Electronic accessories,28.45,5,28.45,170.7,21-03-19,10:17,Credit card,5.6,9.1
898-04-2717,A,Manchester,Normal,Fashion accessories,76.4,9,137.52,825.12,19-03-19,15:49,Ewallet,5.6,7.5
692-27-8933,B,Liverpool,Normal,Sports and travel,57.95,6,69.54,417.24,24-02-19,13:02,Cash,5.6,5.2
633-09-3463,C,Leeds,Normal,Electronic accessories,47.65,3,28.59,171.54,28-03-19,12:58,Credit card,5.6,9.5
374-17-3652,B,Liverpool,Member,Food and beverages,42.82,9,77.076,462.456,05-02-19,15:26,Credit card,5.6,8.9
378-07-7001,B,Liverpool,Member,Electronic accessories,48.09,3,28.854,173.124,10-02-19,18:23,Credit card,5.6,NA
433-75-6987,B,Liverpool,Member,Health and beauty,55.97,7,78.358,470.148,05-03-19,19:06,Ewallet,5.6,8.9
873-95-4984,B,Liverpool,Member,Health and beauty,76.9,7,107.66,645.96,15-02-19,20:21,Cash,5.6,7.7
416-13-5917,C,Leeds,Normal,Food and beverages,97.03,5,97.03,582.18,30-01-19,16:24,Ewallet,5.6,NA
150-89-8043,A,Manchester,Normal,Sports and travel,44.65,3,26.79,160.74,14-02-19,15:04,Cash,5.6,NA
135-84-8019,A,Manchester,Normal,Fashion accessories,77.93,9,140.274,841.644,27-02-19,16:10,Ewallet,5.6,NA
441-94-7118,A,Manchester,Member,Electronic accessories,71.95,1,14.39,86.34,04-02-19,12:14,Cash,5.6,7.3
725-96-3778,C,Leeds,Member,Home and lifestyle,89.25,8,142.8,856.8,20-01-19,10:13,Cash,5.6,4.7
531-80-1784,A,Manchester,Normal,Electronic accessories,26.02,7,36.428,218.568,28-03-19,17:38,Cash,5.6,5.1
400-45-1220,B,Liverpool,Normal,Health and beauty,13.5,10,27,162,27-02-19,11:06,Credit card,5.6,4.8
860-79-0874,C,Leeds,Member,Fashion accessories,99.3,10,198.6,1191.6,15-02-19,14:53,Credit card,5.6,6.6
834-61-8124,A,Manchester,Normal,Electronic accessories,51.69,7,72.366,434.196,26-01-19,18:22,Cash,5.6,5.5
115-99-4379,B,Liverpool,Member,Fashion accessories,54.73,7,76.622,459.732,14-03-19,19:02,Credit card,5.6,8.5
565-67-6697,B,Liverpool,Member,Home and lifestyle,27,9,48.6,291.6,02-03-19,14:16,Cash,5.6,4.8
320-49-6392,C,Leeds,Normal,Electronic accessories,30.24,1,6.048,36.288,04-03-19,15:44,Cash,5.6,8.4
889-04-9723,B,Liverpool,Member,Food and beverages,89.14,4,71.312,427.872,07-01-19,12:20,Credit card,5.6,1.2
632-90-0281,C,Leeds,Normal,Fashion accessories,37.55,10,75.1,450.6,08-03-19,20:01,Credit card,5.6,9.3
554-42-2417,C,Leeds,Normal,Sports and travel,95.44,10,190.88,1145.28,09-01-19,13:45,Cash,5.6,5.2
453-63-6187,B,Liverpool,Normal,Electronic accessories,27.5,3,16.5,99,01-03-19,15:40,Ewallet,5.6,6.5
578-80-7669,B,Liverpool,Normal,Sports and travel,74.97,1,14.994,89.964,16-03-19,16:58,Cash,5.6,5.6
612-36-5536,A,Manchester,Member,Food and beverages,80.96,8,129.536,777.216,17-02-19,11:12,Credit card,5.6,7.4
605-72-4132,C,Leeds,Normal,Food and beverages,94.47,8,151.152,906.912,27-02-19,15:12,Cash,5.6,9.1
471-41-2823,C,Leeds,Normal,Food and beverages,99.79,2,39.916,239.496,07-03-19,20:37,Ewallet,5.6,8
462-67-9126,A,Manchester,Normal,Home and lifestyle,73.22,6,87.864,527.184,21-01-19,17:44,Cash,5.6,7.2
272-27-9238,C,Leeds,Normal,Food and beverages,41.24,4,32.992,197.952,19-02-19,16:23,Cash,5.6,1
834-25-9262,C,Leeds,Normal,Fashion accessories,81.68,4,65.344,392.064,06-01-19,12:12,Cash,5.6,9.1
122-61-9553,C,Leeds,Normal,Electronic accessories,51.32,9,92.376,554.256,14-03-19,19:33,Cash,5.6,5.6
468-88-0009,A,Manchester,Member,Home and lifestyle,65.94,4,52.752,316.512,24-03-19,10:29,Cash,5.6,6
613-59-9758,C,Leeds,Normal,Sports and travel,14.36,10,28.72,172.32,27-01-19,14:28,Cash,5.6,NA
254-31-0042,A,Manchester,Member,Electronic accessories,21.5,9,38.7,232.2,06-03-19,12:46,Credit card,5.6,7.8
201-86-2184,B,Liverpool,Member,Electronic accessories,26.26,7,36.764,220.584,02-02-19,19:40,Cash,5.6,9.9
261-12-8671,B,Liverpool,Normal,Fashion accessories,60.96,2,24.384,146.304,25-01-19,19:39,Credit card,5.6,4.9
730-70-9830,C,Leeds,Normal,Home and lifestyle,70.11,6,84.132,504.792,14-03-19,17:54,Ewallet,5.6,5.2
382-25-8917,C,Leeds,Normal,Fashion accessories,42.08,6,50.496,302.976,29-01-19,12:25,Cash,5.6,8.9
422-29-8786,A,Manchester,Normal,Home and lifestyle,67.09,5,67.09,402.54,03-01-19,16:47,Credit card,5.6,9.1
667-23-5919,A,Manchester,Member,Fashion accessories,96.7,5,96.7,580.2,14-01-19,12:52,Ewallet,5.6,7
843-01-4703,B,Liverpool,Member,Home and lifestyle,35.38,9,63.684,382.104,05-01-19,19:50,Credit card,5.6,9.6
743-88-1662,C,Leeds,Normal,Sports and travel,95.49,7,133.686,802.116,22-02-19,18:17,Ewallet,5.6,8.7
595-86-2894,C,Leeds,Member,Fashion accessories,96.98,4,77.584,465.504,06-02-19,17:20,Ewallet,5.6,9.4
182-69-8360,B,Liverpool,Normal,Electronic accessories,23.65,4,18.92,113.52,30-01-19,13:32,Credit card,5.6,NA
289-15-7034,A,Manchester,Member,Sports and travel,82.33,4,65.864,395.184,11-01-19,10:37,Credit card,5.6,7.5
462-78-5240,C,Leeds,Normal,Electronic accessories,26.61,2,10.644,63.864,19-03-19,14:35,Cash,5.6,4.2
868-52-7573,B,Liverpool,Normal,Food and beverages,99.69,5,99.69,598.14,14-01-19,12:09,Cash,5.6,9.9
153-58-4872,C,Leeds,Member,Food and beverages,74.89,4,59.912,359.472,01-03-19,15:32,Ewallet,5.6,4.2
662-72-2873,A,Manchester,Normal,Food and beverages,40.94,5,40.94,245.64,06-01-19,13:58,Ewallet,5.6,9.9
525-88-7307,B,Liverpool,Member,Sports and travel,75.82,1,15.164,90.984,31-01-19,13:19,Cash,5.6,5.8
689-16-9784,C,Leeds,Normal,Food and beverages,46.77,6,56.124,336.744,11-03-19,13:37,Cash,5.6,6
725-56-0833,A,Manchester,Normal,Health and beauty,32.32,10,64.64,387.84,20-02-19,16:49,Credit card,5.6,10
394-41-0748,C,Leeds,Member,Fashion accessories,54.07,9,97.326,583.956,27-01-19,14:55,Ewallet,5.6,9.5
596-42-3999,B,Liverpool,Normal,Food and beverages,18.22,7,25.508,153.048,10-03-19,14:04,Credit card,5.6,6.6
541-89-9860,C,Leeds,Member,Fashion accessories,80.48,3,48.288,289.728,15-02-19,12:31,Cash,5.6,8.1
173-82-9529,B,Liverpool,Normal,Fashion accessories,37.95,10,75.9,455.4,26-01-19,14:51,Cash,5.6,9.7
563-36-9814,A,Manchester,Member,Electronic accessories,76.82,1,15.364,92.184,13-02-19,18:27,Ewallet,5.6,7.2
308-47-4913,A,Manchester,Member,Sports and travel,52.26,10,104.52,627.12,09-03-19,12:45,Credit card,5.6,6.2
885-17-6250,A,Manchester,Normal,Health and beauty,79.74,1,15.948,95.688,06-03-19,10:36,Ewallet,5.6,7.3
726-27-2396,A,Manchester,Normal,Health and beauty,77.5,5,77.5,465,24-01-19,20:36,Ewallet,5.6,4.3
316-01-3952,A,Manchester,Normal,Food and beverages,54.27,5,54.27,325.62,13-03-19,14:16,Ewallet,5.6,4.6
760-54-1821,B,Liverpool,Normal,Home and lifestyle,13.59,9,24.462,146.772,15-03-19,10:26,Cash,5.6,5.8
793-10-3222,B,Liverpool,Member,Health and beauty,41.06,6,49.272,295.632,05-03-19,13:30,Credit card,5.6,8.3
346-12-3257,B,Liverpool,Member,Electronic accessories,19.24,9,34.632,207.792,04-03-19,16:28,Cash,5.6,8
110-05-6330,C,Leeds,Normal,Food and beverages,39.43,6,47.316,283.896,25-03-19,20:18,Credit card,5.6,9.4
651-61-0874,C,Leeds,Normal,Home and lifestyle,46.22,4,36.976,221.856,12-03-19,20:04,Credit card,5.6,NA
236-86-3015,C,Leeds,Member,Home and lifestyle,13.98,1,2.796,16.776,04-02-19,13:38,Ewallet,5.6,9.8
831-64-0259,B,Liverpool,Normal,Fashion accessories,39.75,5,39.75,238.5,22-02-19,10:43,Ewallet,5.6,9.6
587-03-7455,C,Leeds,Member,Fashion accessories,97.79,7,136.906,821.436,16-02-19,17:30,Ewallet,5.6,4.9
882-40-4577,A,Manchester,Member,Sports and travel,67.26,4,53.808,322.848,19-01-19,15:28,Credit card,5.6,8
732-67-5346,A,Manchester,Normal,Food and beverages,13.79,5,13.79,82.74,11-01-19,19:07,Credit card,5.6,7.8
725-32-9708,B,Liverpool,Member,Fashion accessories,68.71,4,54.968,329.808,04-01-19,19:01,Cash,5.6,4.1
256-08-8343,A,Manchester,Normal,Home and lifestyle,56.53,4,45.224,271.344,04-03-19,19:48,Ewallet,5.6,5.5
372-26-1506,C,Leeds,Normal,Fashion accessories,23.82,5,23.82,142.92,28-01-19,19:24,Ewallet,5.6,5.4
244-08-0162,B,Liverpool,Normal,Health and beauty,34.21,10,68.42,410.52,02-01-19,13:00,Cash,5.6,5.1
569-71-4390,B,Liverpool,Normal,Sports and travel,21.87,2,8.748,52.488,25-01-19,14:29,Ewallet,5.6,6.9
132-23-6451,A,Manchester,Member,Health and beauty,20.97,5,20.97,125.82,04-01-19,13:21,Cash,5.6,7.8
696-90-2548,A,Manchester,Normal,Sports and travel,25.84,3,15.504,93.024,10-03-19,18:55,Ewallet,5.6,6.6
472-15-9636,A,Manchester,Normal,Home and lifestyle,50.93,8,81.488,488.928,22-03-19,19:36,Ewallet,5.6,9.2
268-03-6164,B,Liverpool,Normal,Health and beauty,96.11,1,19.222,115.332,25-01-19,16:28,Ewallet,5.6,7.8
750-57-9686,C,Leeds,Normal,Home and lifestyle,45.38,4,36.304,217.824,08-01-19,13:48,Credit card,5.6,8.7
186-09-3669,C,Leeds,Member,Health and beauty,81.51,1,16.302,97.812,22-01-19,10:57,Ewallet,5.6,9.2
848-07-1692,B,Liverpool,Normal,Health and beauty,57.22,2,22.888,137.328,12-01-19,17:13,Ewallet,5.6,8.3
745-71-3520,A,Manchester,Member,Electronic accessories,25.22,7,35.308,211.848,04-02-19,10:23,Cash,5.6,8.2
266-76-6436,C,Leeds,Member,Food and beverages,38.6,3,23.16,138.96,28-03-19,13:57,Ewallet,5.6,7.5
740-22-2500,C,Leeds,Normal,Electronic accessories,84.05,3,50.43,302.58,23-01-19,13:29,Cash,5.6,9.8
271-88-8734,C,Leeds,Member,Fashion accessories,97.21,10,194.42,1166.52,08-02-19,13:00,Credit card,5.6,8.7
301-81-8610,B,Liverpool,Member,Fashion accessories,25.42,8,40.672,244.032,19-03-19,19:42,Credit card,5.6,NA
489-64-4354,C,Leeds,Normal,Fashion accessories,16.28,1,3.256,19.536,09-03-19,15:36,Cash,5.6,5
198-84-7132,B,Liverpool,Member,Fashion accessories,40.61,9,73.098,438.588,02-01-19,13:40,Cash,5.6,7
269-10-8440,A,Manchester,Member,Health and beauty,53.17,7,74.438,446.628,21-01-19,18:01,Cash,5.6,8.9
650-98-6268,B,Liverpool,Member,Food and beverages,20.87,3,12.522,75.132,20-03-19,13:53,Credit card,5.6,8
741-73-3559,B,Liverpool,Normal,Sports and travel,67.27,5,67.27,403.62,27-02-19,17:27,Cash,5.6,6.9
325-77-6186,A,Manchester,Member,Home and lifestyle,90.65,10,181.3,1087.8,08-03-19,10:53,Ewallet,5.6,7.3
286-75-7818,B,Liverpool,Normal,Fashion accessories,69.08,2,27.632,165.792,31-01-19,19:48,Credit card,5.6,6.9
574-57-9721,C,Leeds,Normal,Food and beverages,43.27,2,17.308,103.848,08-03-19,16:53,Ewallet,5.6,5.7
459-50-7686,A,Manchester,Normal,Electronic accessories,23.46,6,28.152,168.912,13-01-19,19:14,Ewallet,5.6,6.4
616-87-0016,B,Liverpool,Normal,Fashion accessories,95.54,7,133.756,802.536,09-03-19,14:36,Credit card,5.6,9.6
837-55-7229,B,Liverpool,Normal,Fashion accessories,47.44,1,9.488,56.928,22-02-19,18:19,Credit card,5.6,NA
751-69-0068,C,Leeds,Normal,Sports and travel,99.24,9,178.632,1071.792,19-03-19,19:09,Ewallet,5.6,9
257-73-1380,C,Leeds,Member,Sports and travel,82.93,4,66.344,398.064,20-01-19,16:51,Ewallet,5.6,9.6
345-08-4992,A,Manchester,Normal,Home and lifestyle,33.99,6,40.788,244.728,08-03-19,15:37,Credit card,5.6,7.7
549-96-4200,C,Leeds,Member,Food and beverages,17.04,4,13.632,81.792,08-03-19,20:15,Ewallet,5.6,7
810-60-6344,C,Leeds,Normal,Electronic accessories,40.86,8,65.376,392.256,07-02-19,14:38,Credit card,5.6,6.5
450-28-2866,C,Leeds,Member,Food and beverages,17.44,5,17.44,104.64,15-01-19,19:25,Cash,5.6,8.1
394-30-3170,B,Liverpool,Member,Sports and travel,88.43,8,141.488,848.928,22-03-19,19:35,Credit card,5.6,NA
138-17-5109,A,Manchester,Member,Home and lifestyle,89.21,9,160.578,963.468,15-01-19,15:42,Credit card,5.6,6.5
192-98-7397,C,Leeds,Normal,Fashion accessories,12.78,1,2.556,15.336,08-01-19,14:11,Ewallet,5.6,9.5
301-11-9629,A,Manchester,Normal,Sports and travel,19.1,7,26.74,160.44,15-01-19,10:43,Cash,5.6,9.7
390-80-5128,B,Liverpool,Member,Health and beauty,19.15,1,3.83,22.98,28-01-19,17:58,Credit card,5.6,9.5
235-46-8343,C,Leeds,Member,Food and beverages,27.66,10,55.32,331.92,14-02-19,11:26,Credit card,5.6,8.9
